condition_id,inner_mean_mae,inner_se,inner_valid_fold_n,scale,cohort,model,thinking_mode,item_id,item_name
3,0.33201970443349754,0.048537793488014985,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
4,0.34581280788177343,0.02574569170963203,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
7,0.35246305418719215,0.029813131837569964,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
8,0.43078817733990143,0.040596333781319015,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
11,0.3317733990147783,0.038049204960251264,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
12,0.3458128078817734,0.03233409505200208,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
15,0.5009852216748768,0.04065793023661836,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
16,0.4379310344827586,0.03965173010791395,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,8,动作或语速改变
3,0.4844827586206897,0.049978762263833965,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
4,0.5339901477832513,0.049429515009389205,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
7,0.6391625615763548,0.06842681937688352,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
8,0.6679802955665025,0.03847531892299041,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
11,0.48423645320197045,0.05192226889619228,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
12,0.5630541871921182,0.04189799246298506,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
15,0.6051724137931034,0.031056954879041275,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
16,0.6830049261083744,0.059169205912301744,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,1,兴趣或愉悦感降低
3,0.5280788177339902,0.05207976501806548,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
4,0.6270935960591133,0.040955266265059284,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
7,0.6970443349753694,0.08667448838518857,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
8,0.7036945812807882,0.06874922098438191,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
11,0.5285714285714286,0.03430504876393155,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
12,0.6130541871921181,0.06142518389496583,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
15,0.8288177339901479,0.07467462808798979,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
16,0.80935960591133,0.05109783854843443,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,2,情绪低落、抑郁或无望
3,0.5630541871921182,0.016106189876129856,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
4,0.569950738916256,0.01966745298293313,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
7,0.6041871921182266,0.05035816535458364,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
8,0.6751231527093596,0.058126774219308494,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
11,0.583743842364532,0.028274209972161138,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
12,0.5908866995073891,0.03800293869253224,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
15,0.6546798029556651,0.01448078971905289,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
16,0.6551724137931034,0.02513944704857734,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,3,睡眠问题
3,0.7110837438423645,0.02109329464631195,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
4,0.7475369458128078,0.03536434640669256,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
7,0.7613300492610837,0.04741363316459493,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
8,0.8322660098522168,0.07221979811974817,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
11,0.7189655172413792,0.0227696004904819,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
12,0.7546798029556651,0.04135694622013571,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
15,0.7189655172413794,0.047821324530094966,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
16,0.8463054187192117,0.07849997523111944,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足
3,0.8793103448275863,0.04016175827369539,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
4,0.8862068965517242,0.03827375399156399,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
7,0.8793103448275861,0.04570110594364035,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
8,0.9004926108374385,0.034731247529445126,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
11,0.9004926108374385,0.034731247529445126,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
12,0.9002463054187192,0.04122949656881957,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
15,0.8650246305418718,0.03680927150043624,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
16,0.9004926108374385,0.030840841657374753,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题
3,0.5847290640394088,0.052410702620099184,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
4,0.7746305418719212,0.07528247661251249,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
7,0.6263546798029557,0.05690881236119044,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
8,0.935960591133005,0.04377208348126141,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
11,0.5916256157635468,0.057229052113709496,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
12,0.7736453201970444,0.08438827674308988,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
15,0.8652709359605911,0.06772234561796016,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
16,0.9847290640394091,0.07676830600522008,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望
3,0.5551724137931036,0.03941925663537866,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
4,0.5770935960591133,0.03451265417652809,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
7,0.6600985221674877,0.07234317625103678,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
8,0.7041871921182266,0.028961579438105758,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
11,0.6049261083743842,0.04328498015647572,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
12,0.583743842364532,0.04225232878812252,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
15,0.6261083743842365,0.0440786927643672,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
16,0.6551724137931035,0.04810370681388125,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难
3,0.37980295566502453,0.07270454514344696,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
4,0.3864532019704433,0.0799045679794596,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
7,0.39458128078817734,0.09060943329651185,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
8,0.4221674876847291,0.05992793564319967,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
11,0.39408866995073893,0.07870893815089965,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
12,0.37241379310344824,0.0754661876467175,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
15,0.5354679802955665,0.03863031761461511,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
16,0.5219211822660098,0.07171084026570855,5,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变
3,0.612807881773399,0.09163637444119041,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
4,0.5701970443349754,0.08773452950105688,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
7,0.6051724137931036,0.08743460756260242,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
8,0.6485221674876847,0.0790901235305561,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
11,0.6620689655172413,0.07550938426151614,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
12,0.5625615763546797,0.0954496263628206,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
15,0.632512315270936,0.06707765303224975,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
16,0.689408866995074,0.09530810376309985,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,1,兴趣或愉悦感降低
3,0.5076354679802956,0.05193249145396434,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
4,0.4665024630541872,0.0717911639401337,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
7,0.6492610837438424,0.07803101829750096,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
8,0.6849753694581281,0.08595529787364062,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
11,0.46551724137931033,0.04054137811022727,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
12,0.5017241379310345,0.07110893319759061,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
15,0.6216748768472906,0.0844736024566243,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
16,0.7352216748768473,0.11283302040978441,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,2,情绪低落、抑郁或无望
3,0.5206896551724138,0.047898963546466666,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
4,0.5849753694581281,0.04046086634580001,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
7,0.6263546798029557,0.0893893572058979,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
8,0.6625615763546799,0.06138270041006172,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
11,0.5211822660098522,0.05617896708330023,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
12,0.5490147783251231,0.04509037626900413,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
15,0.5561576354679802,0.06021348932452122,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
16,0.6339901477832512,0.07387869344961723,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,3,睡眠问题
3,0.8014778325123151,0.060899481735746296,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
4,0.738423645320197,0.05165459787020671,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
7,0.7445812807881774,0.06201273940943182,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
8,0.8576354679802956,0.056012960734497526,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
11,0.7731527093596059,0.07566468788410287,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
12,0.7660098522167488,0.07984722514734764,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
15,0.7374384236453202,0.08158009528322134,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
16,0.7652709359605911,0.08347319348117045,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,4,疲劳或精力不足
3,0.9295566502463053,0.04517942368696567,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
4,0.9157635467980295,0.045851194257632205,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
7,0.9014778325123153,0.03624122898906936,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
8,0.9017241379310346,0.04106805881258205,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
11,0.9226600985221675,0.04564697992408333,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
12,0.9226600985221675,0.04564697992408333,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
15,0.8729064039408867,0.02687552183143712,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
16,0.873399014778325,0.0348119403823739,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,5,食欲问题
3,0.6967980295566504,0.011161468039775559,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
4,0.7810344827586208,0.02465023842994443,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
7,0.6546798029556651,0.06471156349186742,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
8,0.845320197044335,0.03074529032687915,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
11,0.7182266009852217,0.015883357803352552,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
12,0.7881773399014778,0.023589450620809676,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
15,0.8068965517241379,0.0932985614211213,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
16,0.9980295566502464,0.05851062855839795,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,6,自我评价低或让家人失望
3,0.6194581280788178,0.07429283524166243,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
4,0.5987684729064039,0.06382281484718515,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
7,0.6201970443349755,0.05916279742203905,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
8,0.6559113300492612,0.07237943623825206,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
11,0.6472906403940887,0.07497320090336951,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
12,0.647783251231527,0.06130110896507882,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
15,0.6480295566502463,0.07013479220492974,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
16,0.6549261083743843,0.0576565158822426,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,7,注意力困难
3,0.3384236453201971,0.03381074594399722,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
4,0.3312807881773399,0.03161932322341125,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
7,0.39458128078817734,0.026816767572340815,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
8,0.4017241379310345,0.02971376549570097,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
11,0.34581280788177343,0.03233409505200208,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
12,0.3527093596059113,0.03501220914198935,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
15,0.37413793103448273,0.04322888153079213,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
16,0.38128078817733996,0.04161140340926116,5,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,8,动作或语速改变
