对比类型,处理因素,量表,队列,模型,思考模式,条目编号,条目名称,参照条件编号,参照刺激条件,目标条件编号,目标刺激条件,共同被试数N,共同被试普通总分一致,共同被试校正总分一致,普通参照相关,普通目标相关,普通相关变化（目标－参照）,普通变化95%CI下限,普通变化95%CI上限,普通置换P值,校正参照相关,校正目标相关,校正相关变化（目标－参照）,校正变化95%CI下限,校正变化95%CI上限,校正置换P值,可估计性代码,可估计性,普通FDR校正q值,校正FDR校正q值,校正差异结论 
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.6248635702723085,0.4966663745208165,-0.12819719575149202,-0.2787623819637747,0.0024865477319981075,0.11094452773613193,0.5867157207460997,0.46276274749871366,-0.12395297324738602,-0.2614722785420388,0.024569634501042,0.13343328335832083,formal,正式,0.4441685407296352,0.5122116361174252,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.6248635702723085,0.41485721749024734,-0.2100063527820612,-0.3769516118220562,-0.07741359918751158,0.014492753623188406,0.5867157207460997,0.39150041544814496,-0.19521530529795472,-0.3511645832637678,-0.032115575069821815,0.029985007496251874,formal,正式,0.21557971014492755,0.32438326291399755,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.4818432342030756,0.37360543591222717,-0.10823779829084845,-0.21892257537319626,-0.0019503323773594151,0.06096951524237881,0.47659635403427375,0.36548639885785794,-0.11110995517641581,-0.21174486740430398,0.007011749781516538,0.05347326336831584,formal,正式,0.3818617007285831,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.4818432342030756,0.2907693779903787,-0.1910738562126969,-0.37418096509579307,-0.01482340946882224,0.059470264867566215,0.47659635403427375,0.2863853509616525,-0.19021100307262123,-0.38868096660763213,-0.003596075855210902,0.04697651174412794,formal,正式,0.3818617007285831,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.4818432342030756,0.2179577220402918,-0.26388551216278383,-0.44707143412176054,-0.09028689390893016,0.004497751124437781,0.47659635403427375,0.21854284577725694,-0.2580535082570168,-0.42761439869301576,-0.09364296150378897,0.005497251374312844,formal,正式,0.11894052973513244,0.19030484757621188,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.4818432342030756,0.41650199207235755,-0.06534124213071807,-0.14599152213870706,0.023329183510586667,0.16841579210394803,0.47659635403427375,0.4189733628308511,-0.057622991203422624,-0.15679347760097517,0.021133935017348265,0.22088955522238882,formal,正式,0.5274073489571004,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.4818432342030756,0.47528578944098193,-0.006557444762093689,-0.10662927432642105,0.0838960232951723,0.8995502248875562,0.47659635403427375,0.45997840403393697,-0.01661795000033678,-0.10929407504967882,0.07491361447375244,0.728135932033983,formal,正式,0.9804969310216686,0.8664817591204397,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.4818432342030756,0.18357616290150944,-0.29826707130156616,-0.4896801073502948,-0.12682888242353185,0.004997501249375313,0.47659635403427375,0.1920376266985832,-0.28455872733569054,-0.4671788073014187,-0.11511034214229193,0.0069965017491254375,formal,正式,0.11894052973513244,0.19030484757621188,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.4818432342030756,0.24370433379582787,-0.23813890040724775,-0.42484748985785303,-0.046029833188819855,0.022488755622188907,0.47659635403427375,0.24437195314125074,-0.23222440089302301,-0.4143026213335741,-0.02841069718442666,0.028985507246376812,formal,正式,0.2432874471854982,0.32438326291399755,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.3296082573235172,0.242751598222472,-0.08685665910104517,-0.22052222476834496,0.047810161116956566,0.23138430784607697,0.3171174785323615,0.22493127218881973,-0.09218620634354177,-0.22444580089989358,0.04220076255158435,0.19990004997501248,formal,正式,0.5554522738630684,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.3296082573235172,0.0688786821336757,-0.26072957518984147,-0.44825921584481254,-0.06150008816076677,0.013493253373313344,0.3171174785323615,0.054404676490814714,-0.2627128020415468,-0.4399431254082994,-0.0897744327332192,0.01249375312343828,formal,正式,0.21557971014492755,0.19327836081959018,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.3296082573235172,0.25439503436664407,-0.0752132229568731,-0.2185373579031157,0.06777832694402662,0.34182908545727136,0.3171174785323615,0.23903429700708337,-0.07808318152527813,-0.21926995328780294,0.06568857639025605,0.3218390804597701,formal,正式,0.6258101718371584,0.6603250099088387,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.3296082573235172,0.37909387303381664,0.04948561571029947,-0.10140367854844788,0.16339908677993345,0.4542728635682159,0.3171174785323615,0.36300096804758636,0.04588348951522486,-0.07903196071682084,0.16569833387210445,0.4947526236881559,formal,正式,0.6842844400584518,0.7452602812517792,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.3296082573235172,0.30051134330474366,-0.029096914018773512,-0.1077560685994983,0.057481082008775025,0.5377311344327836,0.3171174785323615,0.28863011687565976,-0.028487361656701737,-0.11697247302338731,0.06365113531068976,0.5702148925537232,formal,正式,0.7502934579222016,0.7938588845112328,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.3296082573235172,0.23633249798996042,-0.09327575933355675,-0.2401514796438705,0.052813169573772106,0.22538730634682658,0.3171174785323615,0.21930550213030478,-0.09781197640205672,-0.24257144155846153,0.05985482563399123,0.21739130434782608,formal,正式,0.5554522738630684,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.3296082573235172,0.2555873160627972,-0.07402094126071995,-0.23223551534610254,0.07406320508186917,0.4197901049475262,0.3171174785323615,0.24232145188995052,-0.07479602664241097,-0.25412248245567587,0.09673496582654835,0.4002998500749625,formal,正式,0.6573029274836265,0.6805097451274362,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.5251460181745082,0.4173270216646744,-0.10781899650983384,-0.2202400228704695,-0.004663569825764188,0.057971014492753624,0.4776901532469591,0.3704733698190628,-0.10721678342789631,-0.22336276513073847,-0.003530346946921591,0.06146926536731634,formal,正式,0.3818617007285831,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.5251460181745082,0.38774123811151867,-0.13740478006298956,-0.33017574650445036,0.04583644043785761,0.13843078460769614,0.4776901532469591,0.35771807796702354,-0.11997207527993559,-0.2797027141788696,0.03711290230189441,0.18290854572713644,formal,正式,0.49500249875062463,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.5251460181745082,0.30235619830101396,-0.22278981987349428,-0.3846724739315486,-0.08611706525424695,0.004497751124437781,0.4776901532469591,0.2611197406740508,-0.21657041257290832,-0.3752481369916314,-0.062421007053102974,0.0079960019990005,formal,正式,0.11894052973513244,0.19030484757621188,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.5251460181745082,0.45977423955560237,-0.06537177861890586,-0.15558675687998297,0.0015828834699101917,0.10394802598700649,0.4776901532469591,0.4036072582451699,-0.07408289500178922,-0.15764455839627486,-0.00256176996180879,0.06496751624187906,formal,正式,0.4441685407296352,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.5251460181745082,0.476562743443574,-0.04858327473093421,-0.1425616737235933,0.030618818288141787,0.2753623188405797,0.4776901532469591,0.43124667578404885,-0.046443477462910276,-0.12976856848034724,0.028055613733793446,0.2848575712143928,formal,正式,0.5905292967551311,0.6217345872518286,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.5251460181745082,0.3927071973807966,-0.1324388207937116,-0.27815883606699665,-0.0032110429865352054,0.079960019990005,0.4776901532469591,0.34958271471965985,-0.12810743852729928,-0.2646528850198514,4.080826160049282e-05,0.09645177411294353,formal,正式,0.4325110172186635,0.42478760619690153,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.5251460181745082,0.37617953905929075,-0.1489664791152175,-0.3151551542424985,-0.011453089855973937,0.09495252373813093,0.4776901532469591,0.3351240133648455,-0.14256613988211364,-0.3084831755855422,0.01441389729881388,0.09895052473763119,formal,正式,0.44373966862722486,0.42478760619690153,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.5028526460922987,0.505242411246936,0.002389765154637291,-0.08239815732778256,0.08112400525079336,0.952023988005997,0.4526339215295498,0.448183700047665,-0.004450221481884786,-0.09067596744680846,0.07343184141219991,0.9155422288855573,formal,正式,0.9804969310216686,0.9327174019827693,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.5028526460922987,0.4399898222544865,-0.06286282383781222,-0.1968925297870704,0.0726210590243872,0.43278360819590206,0.4526339215295498,0.4036975023762401,-0.04893641915330971,-0.17953385413122416,0.07308946619175219,0.5492253873063468,formal,正式,0.668847394484576,0.7922288855572214,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.5028526460922987,0.5082795291943408,0.0054268831020420905,-0.16549020299358683,0.17547170795051215,0.9570214892553723,0.4526339215295498,0.4627301317265766,0.010096210197026834,-0.17661496871691978,0.18756629079637066,0.9160419790104948,formal,正式,0.9804969310216686,0.9327174019827693,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.5028526460922987,0.5066516051458185,0.0037989590535197904,-0.08301062457417116,0.09886756017119196,0.9390304847576212,0.4526339215295498,0.4527312593004064,9.733777085663142e-05,-0.09313858914705997,0.08609618492086529,0.9970014992503748,formal,正式,0.9804969310216686,0.9970014992503748,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.5028526460922987,0.516244284790825,0.01339163869852622,-0.07346619240800346,0.09478759737629579,0.7586206896551724,0.4526339215295498,0.46657310491199283,0.013939183382443043,-0.06544139191943728,0.11361106189671852,0.7721139430284858,formal,正式,0.9165417291354323,0.889194825664091,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.5028526460922987,0.3310690539344583,-0.17178359215784045,-0.3104574652463481,-0.041385097189652345,0.018490754622688656,0.4526339215295498,0.2730735317724976,-0.17956038975705219,-0.32099169470678585,-0.04781797070890677,0.015492253873063468,formal,正式,0.2432874471854982,0.20484202343272806,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.5028526460922987,0.31257408340470305,-0.1902785626875957,-0.32906450440204954,-0.06444385709017933,0.02048975512243878,0.4526339215295498,0.24822052087582727,-0.20441340065372252,-0.3683039155132309,-0.04950522128704972,0.012993503248375811,formal,正式,0.2432874471854982,0.19327836081959018,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.46479693007733247,0.38422762342833733,-0.08056930664899514,-0.22628737656782222,0.015819861308875638,0.18790604697651175,0.4210604164908235,0.3326686497186817,-0.08839176677214178,-0.21993078547477016,0.01118547580123687,0.16891554222888555,formal,正式,0.545385843663534,0.5432689060874967,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.46479693007733247,0.41508407996881613,-0.04971285010851634,-0.20956542846768147,0.11382711710367775,0.5422288855572214,0.4210604164908235,0.3659971335470215,-0.05506328294380197,-0.2149043899149259,0.10409974634781556,0.5247376311844077,formal,正式,0.7502934579222016,0.7805472263868065,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.46479693007733247,0.3604798148913896,-0.10431711518594289,-0.25352087491816605,0.03991135188370978,0.22088955522238882,0.4210604164908235,0.31859950890157174,-0.10246090758925175,-0.2601956914172946,0.033685235316073384,0.21989005497251374,formal,正式,0.5554522738630684,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.46479693007733247,0.4447679042564617,-0.020029025820870794,-0.09192330574487889,0.0422571919072342,0.5887056471764118,0.4210604164908235,0.4026701520958409,-0.01839026439498259,-0.09403244750375717,0.041510667913700665,0.6446776611694153,formal,正式,0.7960905910681024,0.8161344859485151,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.46479693007733247,0.43418842919585116,-0.030608500881481315,-0.09334146281653531,0.028144843491156514,0.3073463268365817,0.4210604164908235,0.38784774070380357,-0.03321267578701992,-0.08814247395400336,0.021553460894625658,0.23888055972013994,formal,正式,0.5995772605500529,0.5801385021774826,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.46479693007733247,0.29645713801408013,-0.16833979206325234,-0.33447152950173265,-0.020613552532466852,0.051974012993503245,0.4210604164908235,0.25172279602428244,-0.16933762046654105,-0.31821491487591086,-0.006493997994479465,0.050974512743628186,formal,正式,0.3818617007285831,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.46479693007733247,0.3339732635576874,-0.13082366651964505,-0.3025658461511386,0.02655378628475227,0.11594202898550725,0.4210604164908235,0.284827100037647,-0.1362333164531765,-0.3063060404696587,0.028160451703779607,0.11144427786106946,formal,正式,0.4441685407296352,0.45730582984369883,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.5895302617814917,0.4359837445412208,-0.1535465172402709,-0.2928997214125629,-0.029671143987010193,0.027486256871564217,0.5460323454700721,0.3997015143335473,-0.14633083113652479,-0.3031483893260051,-0.020125492218090277,0.04397801099450275,formal,正式,0.2725720473096785,0.3738130934532734,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.5895302617814917,0.4424112572564583,-0.1471190045250334,-0.29954378841815366,-0.021202590040724584,0.07246376811594203,0.5460323454700721,0.40460227693479517,-0.1414300685352769,-0.2887184500580701,0.00719813513846774,0.09995002498750624,formal,正式,0.4106280193236715,0.42478760619690153,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,99,是,是,0.5895302617814917,0.3735681693228209,-0.21596209245867082,-0.38604650710736893,-0.07043543789537762,0.0074962518740629685,0.5460323454700721,0.34060217219192657,-0.2054301732781455,-0.360967892479159,-0.045866812895213264,0.01199400299850075,formal,正式,0.14867566216891553,0.19327836081959018,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,99,是,是,0.5895302617814917,0.5588168045975671,-0.030713457183924597,-0.1441177249478588,0.061917867549061624,0.6056971514242878,0.5460323454700721,0.5160030038862572,-0.030029341583814873,-0.14245400869626687,0.0674144555439696,0.5997001499250375,formal,正式,0.8044823741975166,0.8018462678772974,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,99,是,是,0.5895302617814917,0.5240553658669937,-0.06547489591449795,-0.16236709129451385,0.025619184953765015,0.20039980009995004,0.5460323454700721,0.4886295088410333,-0.05740283662903878,-0.16214175092721173,0.03521076095366575,0.248375812093953,formal,正式,0.5554522738630684,0.5911344327836082,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,99,是,是,0.5895302617814917,0.3061969171146793,-0.2833333446668124,-0.454407556992317,-0.11514956785883308,0.0009995002498750624,0.5460323454700721,0.262981316297301,-0.2830510291727711,-0.4515622235872833,-0.11866599104064865,0.0029985007496251873,formal,正式,0.059470264867566215,0.17841079460269865,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,13,全身症状,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,99,是,是,0.5895302617814917,0.29042192221359314,-0.29910833956789856,-0.4792825051111512,-0.15358177501262157,0.0009995002498750624,0.5460323454700721,0.2517985112195684,-0.29423383425050365,-0.4841408966100475,-0.1362381365274664,0.001999000499750125,formal,正式,0.059470264867566215,0.17841079460269865,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,37,是,是,0.3759616167573138,0.47775445520576254,0.10179283844844872,-0.07075899645867269,0.2895758467965606,0.4942528735632184,0.3584901602000221,0.4695281114740999,0.11103795127407778,-0.051581400048449175,0.30940538371618564,0.4817591204397801,formal,正式,0.717269414073451,0.7349914786196645,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,34,是,是,0.41534717562441315,0.2177671108754886,-0.19758006474892453,-0.44675116421424466,0.06355044405715608,0.2518740629685157,0.40169046153810395,0.22038372344266804,-0.1813067380954359,-0.45955302527170905,0.09118454730419731,0.26936531734132935,formal,正式,0.5801156025760705,0.6164321685311192,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,34,是,是,0.30092247064196687,0.3550202487962138,0.054097778154246934,-0.21904940570992726,0.3726490051635292,0.8455772113943029,0.2795523054126063,0.36688608558013713,0.08733378016753085,-0.19448580090387127,0.37856663055502204,0.5737131434282858,formal,正式,0.9448546754660052,0.7938588845112328,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,37,是,是,0.40055829957930644,0.4433902494067177,0.04283194982741123,-0.08610132864108243,0.20452206033636638,0.6356821589205397,0.37262152516527636,0.40682345936075265,0.03420193419547629,-0.09708295864608191,0.18949847639395775,0.6281859070464768,formal,正式,0.8222410533863503,0.8038077735325886,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,36,是,是,0.38717496032730453,0.5849458593185416,0.19777089899123707,-0.015805544350485617,0.46553800054419264,0.1539230384807596,0.37187895634461454,0.5739887381908859,0.20210978184627137,-0.009756808678374118,0.4278121479914427,0.18840579710144928,formal,正式,0.5046935991463728,0.5500999500249876,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,39,是,是,0.3403514657689505,0.39945683525098263,0.059105369482032155,-0.11450254980214243,0.2646364703869414,0.6141929035482259,0.29285745507208016,0.35531458872850097,0.062457133656420805,-0.1233020792345529,0.2618192969850047,0.5897051474262869,formal,正式,0.8044823741975166,0.8018462678772974,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,14,性症状,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,36,是,是,0.3062399488683772,0.2500891197307985,-0.056150829137578684,-0.37487333117175564,0.3070137971584917,0.784607696151924,0.2866576285296554,0.23086662549625434,-0.05579100303340104,-0.39344479403313515,0.2753086322330425,0.777111444277861,formal,正式,0.9165417291354323,0.889194825664091,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,15,疑病,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,99,是,是,0.15088766079739394,0.12616647073890866,-0.024721190058485276,-0.13384510768143915,0.06908874488170097,0.6446776611694153,0.11046724392542771,0.08579474321606456,-0.02467250070936315,-0.11417924626832994,0.057143190868046846,0.623688155922039,formal,正式,0.8249101255823701,0.8038077735325886,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,15,疑病,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,99,是,是,0.15088766079739394,0.06923943328557432,-0.08164822751181962,-0.26113270164285,0.10796516923165184,0.4017991004497751,0.11046724392542771,0.02550057044049627,-0.08496667348493145,-0.29545934433005927,0.08845548709790824,0.40679660169915044,formal,正式,0.6493510001755879,0.6818140225661817,差异未达FDR显著
