dataset,model,mode,condition,pathway,prompt_template_id,cleaned,structured,text_scope,itemwise_scoring,direct_grade,baseline_condition,intended_manipulation,prompt_source,prompt_version_observed,prompt_version_assessment,prompt_language_observed,observed_subject_n,source_row_n,result_coverage_status,data_quality_flag,data_quality_notes,evidence_requirement,evidence_quote_required,explicit_scoring_anchors,negation_handling,missing_information_rule,temporal_constraint,frequency_requirement,inference_permission,speaker_restriction,abstention_permission,output_rigidity,itemwise_reasoning_requirement,aggregation_instruction,uncertainty_requirement,static_character_count,static_line_count,estimated_token_count,numbered_rule_count,instruction_count,output_constraint_count
HAMD-17,Qwen3.7-Max,不思考,C20,itemwise_score,PROMPT_000006,是,否,独立事件,是,否,C03,独立事件输入范围 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,,missing_prompt_version,,100,2491,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,conservative,explicit,yes,strict_json_schema,no,sum_required,confidence_required,2188,41,547,24,36,11
HAMD-17,Qwen3.7-Max,不思考,C21,direct_grade,PROMPT_000014,否,是,独立事件,否,是,C01,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,,missing_prompt_version,,100,3097,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,generic,absent,conservative,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,653,22,164,7,17,12
HAMD-17,Qwen3.7-Max,不思考,C22,direct_grade,PROMPT_000014,是,是,独立事件,否,是,C01,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,,missing_prompt_version,,24,492,未发现结果,coverage_status=未发现结果,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,generic,absent,conservative,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,653,22,164,7,17,12
HAMD-17,Qwen3.7-Max,不思考,C23,itemwise_score,PROMPT_000017,否,是,独立事件,是,否,C03,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,,missing_prompt_version,,24,613,未发现结果,coverage_status=未发现结果,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,conservative,explicit,yes,strict_json_schema,no,sum_required,confidence_required,2188,41,547,24,36,11
HAMD-17,Qwen3.7-Max,不思考,C24,itemwise_score,PROMPT_000017,是,是,独立事件,是,否,C03,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,,missing_prompt_version,,24,492,未发现结果,coverage_status=未发现结果,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,conservative,explicit,yes,strict_json_schema,no,sum_required,confidence_required,2188,41,547,24,36,11
HAMD-17,Qwen3.7-Max,思考,C01,direct_grade,PROMPT_000003,否,否,全文,否,是,C01,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,generic,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C02,direct_grade,PROMPT_000003,是,否,全文,否,是,C01,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,generic,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C03,itemwise_score,PROMPT_000005,否,否,全文,是,否,C03,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
HAMD-17,Qwen3.7-Max,思考,C04,itemwise_score,PROMPT_000005,是,否,全文,是,否,C03,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
HAMD-17,Qwen3.7-Max,思考,C05,direct_grade,PROMPT_000015,否,是,全文,否,是,C01,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C06,direct_grade,PROMPT_000015,是,是,全文,否,是,C01,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C07,itemwise_score,PROMPT_000009,否,是,全文,是,否,C03,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
HAMD-17,Qwen3.7-Max,思考,C08,itemwise_score,PROMPT_000009,是,是,全文,是,否,C03,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
HAMD-17,Qwen3.7-Max,思考,C09,direct_grade,PROMPT_000022,否,否,事件序列,否,是,C01,事件序列输入范围,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,706,22,177,7,17,12
HAMD-17,Qwen3.7-Max,思考,C10,direct_grade,PROMPT_000022,是,否,事件序列,否,是,C01,事件序列输入范围 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,706,22,177,7,17,12
HAMD-17,Qwen3.7-Max,思考,C11,itemwise_score,PROMPT_000004,否,否,事件序列,是,否,C03,事件序列输入范围,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2464,41,616,25,36,11
HAMD-17,Qwen3.7-Max,思考,C12,itemwise_score,PROMPT_000004,是,否,事件序列,是,否,C03,事件序列输入范围 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2464,41,616,25,36,11
HAMD-17,Qwen3.7-Max,思考,C13,direct_grade,PROMPT_000015,否,是,事件序列,否,是,C01,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C14,direct_grade,PROMPT_000015,是,是,事件序列,否,是,C01,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,none,implicit,infer_best_estimate,absent,absent,moderate,implicit,no,strict_json_schema,no,grade_conversion_required,confidence_required;probability_required,642,22,161,7,17,12
HAMD-17,Qwen3.7-Max,思考,C15,itemwise_score,PROMPT_000009,否,是,事件序列,是,否,C03,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
HAMD-17,Qwen3.7-Max,思考,C16,itemwise_score,PROMPT_000009,是,是,事件序列,是,否,C03,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\hamd正式使用提示词.docx,word-2026-06-25,candidate_source_version,zh,99,123,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,complete,explicit,other,explicit_window,explicit,moderate,explicit,yes,strict_json_schema,yes,item_score_required;sum_required,confidence_required,2400,41,600,25,36,11
PHQ-8,DeepSeek-V4-Pro,思考,C01,direct_grade,PROMPT_000007,否,否,全文,否,是,C01,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C02,direct_grade,PROMPT_000007,是,否,全文,否,是,C01,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en; zh,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C03,itemwise_score,PROMPT_000016,否,否,全文,是,否,C03,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C04,itemwise_score,PROMPT_000016,是,否,全文,是,否,C03,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C05,direct_grade,PROMPT_000013,否,是,全文,否,是,C01,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C06,direct_grade,PROMPT_000013,是,是,全文,否,是,C01,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C07,itemwise_score,PROMPT_000012,否,是,全文,是,否,C03,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C08,itemwise_score,PROMPT_000012,是,是,全文,是,否,C03,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C09,direct_grade,PROMPT_000010,否,否,事件序列,否,是,C01,事件序列输入范围,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1610,23,403,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C10,direct_grade,PROMPT_000010,是,否,事件序列,否,是,C01,事件序列输入范围 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1610,23,403,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C11,itemwise_score,PROMPT_000001,否,否,事件序列,是,否,C03,事件序列输入范围,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2643,41,661,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C12,itemwise_score,PROMPT_000001,是,否,事件序列,是,否,C03,事件序列输入范围 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2643,41,661,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C13,direct_grade,PROMPT_000008,否,是,事件序列,否,是,C01,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1610,23,403,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C14,direct_grade,PROMPT_000008,是,是,事件序列,否,是,C01,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1610,23,403,2,18,12
PHQ-8,DeepSeek-V4-Pro,思考,C15,itemwise_score,PROMPT_000019,否,是,事件序列,是,否,C03,独立事件输入范围 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2643,41,661,10,36,20
PHQ-8,DeepSeek-V4-Pro,思考,C16,itemwise_score,PROMPT_000019,是,是,事件序列,是,否,C03,独立事件输入范围 + 清洗 + 规整,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2643,41,661,10,36,20
PHQ-8,GLM-5.2,思考,C01,direct_grade,PROMPT_000007,否,否,全文,否,是,C01,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,GLM-5.2,思考,C02,direct_grade,PROMPT_000007,是,否,全文,否,是,C01,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en; zh,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,GLM-5.2,思考,C03,itemwise_score,PROMPT_000016,否,否,全文,是,否,C03,基线,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,GLM-5.2,思考,C04,itemwise_score,PROMPT_000016,是,否,全文,是,否,C03,清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en; zh,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,GLM-5.2,思考,C05,direct_grade,PROMPT_000013,否,是,全文,否,是,C01,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,GLM-5.2,思考,C06,direct_grade,PROMPT_000013,是,是,全文,否,是,C01,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en; zh,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1421,23,356,2,18,12
PHQ-8,GLM-5.2,思考,C07,itemwise_score,PROMPT_000012,否,是,全文,是,否,C03,规整/规范化,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,GLM-5.2,思考,C08,itemwise_score,PROMPT_000012,是,是,全文,是,否,C03,规整/规范化 + 清洗,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27; word-2026-06-25,multiple_versions_in_context,en; zh,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,explicit_window,explicit,uncertain,implicit,no,json,no,item_score_required;sum_required;grade_conversion_required,confidence_required,2454,41,614,10,36,20
PHQ-8,GLM-5.2,思考,C09,direct_grade,PROMPT_000010,否,否,事件序列,否,是,C01,事件序列输入范围,E:\数据库\代码\Data\PDCH\实验\_新结构_待启用\PHQ全量189人_调用就绪\prompts\PHQ8_prompt_set_3_nonconditional_24_conditions_English.docx,PHQ8-word-2026-06-27,candidate_source_version,en,189,189,完整,complete,冻结输入只含提示词设计、模板特征和覆盖元数据；没有金标准、预测、误差、正确性或任何性能字段。,required,yes,partial,implicit,infer_best_estimate,generic,absent,uncertain,implicit,no,json,no,sum_required;grade_conversion_required,confidence_required;probability_required,1610,23,403,2,18,12
