source_path,relative_path,workspace,size_bytes,modified_at,freeze_status,reason,sha256
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\013B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/013B.txt,去噪声,603,2026-04-07T09:40:57.813745+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\014A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/014A.txt,去噪声,228,2026-04-07T09:41:08.090968+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\014B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/014B.txt,去噪声,439,2026-04-07T09:41:01.862409+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\015A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/015A.txt,去噪声,575,2026-04-07T09:41:03.559923+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\015B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/015B.txt,去噪声,345,2026-04-07T09:41:06.335013+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\016A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/016A.txt,去噪声,537,2026-04-07T09:41:07.770973+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\016B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/016B.txt,去噪声,561,2026-04-07T09:41:09.316771+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\017A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/017A.txt,去噪声,174,2026-04-07T09:41:09.025183+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\017B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/017B.txt,去噪声,228,2026-04-07T09:41:12.003042+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\018A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/018A.txt,去噪声,138,2026-04-07T09:41:14.988226+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\018B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/018B.txt,去噪声,363,2026-04-07T09:41:18.203778+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\019A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/019A.txt,去噪声,519,2026-04-07T09:41:19.334026+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\019B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/019B.txt,去噪声,406,2026-04-07T09:41:20.139941+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\020A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/020A.txt,去噪声,438,2026-04-07T09:41:23.302940+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\020B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/020B.txt,去噪声,645,2026-04-07T09:41:26.952092+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\021A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/021A.txt,去噪声,216,2026-04-07T09:41:25.377824+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\021B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/021B.txt,去噪声,576,2026-04-07T09:41:30.321560+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\022A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/022A.txt,去噪声,462,2026-04-07T09:41:32.109769+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\022B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/022B.txt,去噪声,330,2026-04-07T09:41:34.081085+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\023A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/023A.txt,去噪声,987,2026-04-07T09:41:37.368632+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\023B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/023B.txt,去噪声,513,2026-04-07T09:41:38.830909+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\024A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/024A.txt,去噪声,234,2026-04-07T09:40:20.626749+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\024B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/024B.txt,去噪声,483,2026-04-07T09:40:17.059113+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\025A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/025A.txt,去噪声,249,2026-04-07T09:40:18.188301+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\025B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/025B.txt,去噪声,621,2026-04-07T09:40:26.446885+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\026A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/026A.txt,去噪声,234,2026-04-07T09:40:16.139905+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\026B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/026B.txt,去噪声,474,2026-04-07T09:40:24.548272+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\027A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/027A.txt,去噪声,335,2026-04-07T09:40:28.548257+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\027B.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/027B.txt,去噪声,333,2026-04-07T09:40:31.163736+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\028A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/028A.txt,去噪声,555,2026-04-07T09:40:35.290330+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\029A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/029A.txt,去噪声,333,2026-04-07T09:40:41.782505+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\030A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/030A.txt,去噪声,291,2026-04-07T09:40:39.798306+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\031A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/031A.txt,去噪声,413,2026-04-07T09:40:41.346416+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\032A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/032A.txt,去噪声,420,2026-04-07T09:40:45.573634+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\033A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/033A.txt,去噪声,456,2026-04-07T09:40:48.564149+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\034A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/034A.txt,去噪声,587,2026-04-07T09:40:51.374305+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\035A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/035A.txt,去噪声,543,2026-04-07T09:40:57.837035+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\036A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/036A.txt,去噪声,210,2026-04-07T09:40:56.505309+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\037A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/037A.txt,去噪声,403,2026-04-07T09:41:00.216253+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\038A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/038A.txt,去噪声,330,2026-04-07T09:40:57.525515+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\039A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/039A.txt,去噪声,765,2026-04-07T09:41:01.548535+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\040A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/040A.txt,去噪声,598,2026-04-07T09:41:03.687555+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\041A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/041A.txt,去噪声,723,2026-04-07T09:41:06.997677+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\042A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/042A.txt,去噪声,549,2026-04-07T09:41:08.460946+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\043A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/043A.txt,去噪声,200,2026-04-07T09:41:05.927345+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\044A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/044A.txt,去噪声,180,2026-04-07T09:41:09.097584+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\045A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/045A.txt,去噪声,648,2026-04-07T09:41:12.794014+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\046A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/046A.txt,去噪声,510,2026-04-07T09:41:15.404397+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\047A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/047A.txt,去噪声,387,2026-04-07T09:41:18.622613+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\048A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/048A.txt,去噪声,324,2026-04-07T09:41:19.688229+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\049A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/049A.txt,去噪声,429,2026-04-07T09:41:17.889988+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\050A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/050A.txt,去噪声,402,2026-04-07T09:41:22.916574+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\051A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/051A.txt,去噪声,348,2026-04-07T09:41:24.328696+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\052A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/052A.txt,去噪声,369,2026-04-07T09:41:26.708929+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\053A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/053A.txt,去噪声,450,2026-04-07T09:41:29.516921+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\054A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/054A.txt,去噪声,456,2026-04-07T09:41:28.862716+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\055A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/055A.txt,去噪声,333,2026-04-07T09:41:31.022540+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\056A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/056A.txt,去噪声,684,2026-04-07T09:41:37.853338+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\057A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/057A.txt,去噪声,288,2026-04-07T09:41:35.487290+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\058A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/058A.txt,去噪声,252,2026-04-07T09:41:39.497138+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\059A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/059A.txt,去噪声,318,2026-04-07T09:40:25.221007+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\060A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/060A.txt,去噪声,267,2026-04-07T09:40:20.034733+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\061A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/061A.txt,去噪声,270,2026-04-07T09:40:21.726156+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\062A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/062A.txt,去噪声,549,2026-04-07T09:40:17.502016+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\065A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/065A.txt,去噪声,414,2026-04-07T09:40:21.583057+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\066A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/066A.txt,去噪声,315,2026-04-07T09:45:24.648808+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\067A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/067A.txt,去噪声,231,2026-04-07T09:40:29.640067+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\068A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/068A.txt,去噪声,423,2026-04-07T09:40:31.493221+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\069A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/069A.txt,去噪声,547,2026-04-07T09:40:34.640464+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\070A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/070A.txt,去噪声,306,2026-04-07T09:40:35.125083+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\071A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/071A.txt,去噪声,396,2026-04-07T09:40:40.186670+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\072A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/072A.txt,去噪声,411,2026-04-07T09:40:40.738475+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\073A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/073A.txt,去噪声,429,2026-04-07T09:40:45.519258+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\074A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/074A.txt,去噪声,525,2026-04-07T09:40:50.225904+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第一人称\075A.txt,去噪声/文本转化/有噪声患者全文narrative/第一人称/075A.txt,去噪声,555,2026-04-07T09:40:52.539424+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\001A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/001A.txt,去噪声,381,2026-04-07T09:40:36.337378+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\001B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/001B.txt,去噪声,554,2026-04-07T09:41:25.404552+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\002A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/002A.txt,去噪声,475,2026-04-07T09:51:46.914539+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\002B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/002B.txt,去噪声,274,2026-04-07T09:41:35.649814+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\003A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/003A.txt,去噪声,685,2026-04-07T09:41:41.385283+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\003B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/003B.txt,去噪声,892,2026-04-07T09:41:46.952543+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\004A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/004A.txt,去噪声,385,2026-04-07T09:41:45.362228+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\004B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/004B.txt,去噪声,332,2026-04-07T09:41:42.443228+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\005A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/005A.txt,去噪声,615,2026-04-07T09:45:26.867928+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\005B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/005B.txt,去噪声,354,2026-04-07T09:41:24.520621+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\006A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/006A.txt,去噪声,792,2026-04-07T09:40:23.153648+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\006B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/006B.txt,去噪声,463,2026-04-07T09:40:19.825129+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\007A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/007A.txt,去噪声,547,2026-04-07T09:40:26.298647+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\007B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/007B.txt,去噪声,740,2026-04-07T09:40:36.596414+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\008A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/008A.txt,去噪声,730,2026-04-07T09:40:36.652845+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\008B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/008B.txt,去噪声,764,2026-04-07T09:40:41.637296+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\009A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/009A.txt,去噪声,793,2026-04-07T09:40:41.218439+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\009B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/009B.txt,去噪声,680,2026-04-07T09:40:45.127882+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\010A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/010A.txt,去噪声,598,2026-04-07T09:40:51.069711+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\010B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/010B.txt,去噪声,394,2026-04-07T09:40:50.119932+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\011A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/011A.txt,去噪声,347,2026-04-07T09:40:52.201157+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\011B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/011B.txt,去噪声,339,2026-04-07T09:40:53.465959+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\012A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/012A.txt,去噪声,320,2026-04-07T09:40:57.451456+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\012B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/012B.txt,去噪声,569,2026-04-07T09:41:03.460105+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\013A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/013A.txt,去噪声,497,2026-04-07T09:41:00.224105+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\013B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/013B.txt,去噪声,600,2026-04-07T09:41:03.620760+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\014A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/014A.txt,去噪声,676,2026-04-07T09:41:14.041634+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\014B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/014B.txt,去噪声,576,2026-04-07T09:41:06.834639+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\015A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/015A.txt,去噪声,584,2026-04-07T09:41:08.498110+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\015B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/015B.txt,去噪声,390,2026-04-07T09:41:10.446153+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\016A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/016A.txt,去噪声,607,2026-04-07T09:41:13.052020+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\016B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/016B.txt,去噪声,885,2026-04-07T09:41:15.628144+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\017A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/017A.txt,去噪声,610,2026-04-07T09:41:13.808098+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\017B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/017B.txt,去噪声,291,2026-04-07T09:41:15.707070+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\018A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/018A.txt,去噪声,684,2026-04-07T09:41:21.369137+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\018B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/018B.txt,去噪声,477,2026-04-07T09:41:22.414110+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\019A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/019A.txt,去噪声,828,2026-04-07T09:41:26.898027+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\019B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/019B.txt,去噪声,349,2026-04-07T09:41:25.803360+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\020A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/020A.txt,去噪声,627,2026-04-07T09:41:30.770432+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\020B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/020B.txt,去噪声,341,2026-04-07T09:41:31.170203+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\021A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/021A.txt,去噪声,693,2026-04-07T09:41:31.138594+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\021B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/021B.txt,去噪声,60,2026-04-07T09:41:36.796963+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\022A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/022A.txt,去噪声,749,2026-04-07T09:41:38.599464+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\022B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/022B.txt,去噪声,525,2026-04-07T09:41:39.545753+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\023A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/023A.txt,去噪声,491,2026-04-07T09:41:43.605038+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\023B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/023B.txt,去噪声,555,2026-04-07T09:41:43.901856+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\024A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/024A.txt,去噪声,60,2026-04-07T09:40:31.041051+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\024B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/024B.txt,去噪声,440,2026-04-07T09:40:22.382459+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\025A.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/025A.txt,去噪声,702,2026-04-07T09:40:25.986744+00:00,pointer_only,non-result,nan
PDCH\去噪声\文本转化\有噪声患者全文narrative\第三人称\025B.txt,去噪声/文本转化/有噪声患者全文narrative/第三人称/025B.txt,去噪声,294,2026-04-07T09:40:30.725845+00:00,pointer_only,non-result,nan
